10ClassKind,Depth,icd10Code,icd10Chapter,icd10Title,11ClassKind,Depth,ICD-11 Foundation URI,Linearization (release) URI,icd11Code,icd11Chapter,icd11Title,07/02/2022
category,1,F20,V,Schizophrenia,category,1,http://id.who.int/icd/entity/1683919430,http://id.who.int/icd/release/11/2022-02/mms/1683919430/unspecified,6A20.Z,06,"Schizophrenia, episode unspecified",
block,1,F20-F29,V,"Schizophrenia, schizotypal and delusional disorders",category,1,http://id.who.int/icd/entity/405565289,http://id.who.int/icd/release/11/2022-02/mms/405565289/unspecified,6A2Z,06,"Schizophrenia or other primary psychotic disorders, unspecified",
category,2,F20.0,V,Paranoid schizophrenia,category,2,http://id.who.int/icd/entity/1683919430,http://id.who.int/icd/release/11/2022-02/mms/1683919430/unspecified,6A20.Z,06,"Schizophrenia, episode unspecified",
category,2,F20.1,V,Hebephrenic schizophrenia,category,2,http://id.who.int/icd/entity/1683919430,http://id.who.int/icd/release/11/2022-02/mms/1683919430/unspecified,6A20.Z,06,"Schizophrenia, episode unspecified",
category,2,F20.2,V,Catatonic schizophrenia,category,2,http://id.who.int/icd/entity/1683919430,http://id.who.int/icd/release/11/2022-02/mms/1683919430/unspecified,6A20.Z,06,"Schizophrenia, episode unspecified",
category,2,F20.3,V,Undifferentiated schizophrenia,category,2,http://id.who.int/icd/entity/1683919430,http://id.who.int/icd/release/11/2022-02/mms/1683919430/unspecified,6A20.Z,06,"Schizophrenia, episode unspecified",
category,2,F20.4,V,Post-schizophrenic depression,category,2,http://id.who.int/icd/entity/1683919430,http://id.who.int/icd/release/11/2022-02/mms/1683919430/unspecified,6A20.Z,06,"Schizophrenia, episode unspecified",
category,2,F20.4,V,Post-schizophrenic depression,category,2,http://id.who.int/icd/entity/797284789,http://id.who.int/icd/release/11/2022-02/mms/797284789,6A25.2,06,Depressive mood symptoms in primary psychotic disorders,
category,2,F20.5,V,Residual schizophrenia,category,2,http://id.who.int/icd/entity/1683919430,http://id.who.int/icd/release/11/2022-02/mms/1683919430/unspecified,6A20.Z,06,"Schizophrenia, episode unspecified",
category,2,F20.6,V,Simple schizophrenia,category,2,http://id.who.int/icd/entity/1683919430,http://id.who.int/icd/release/11/2022-02/mms/1683919430/unspecified,6A20.Z,06,"Schizophrenia, episode unspecified",
category,2,F20.8,V,Other schizophrenia,category,2,http://id.who.int/icd/entity/1683919430,http://id.who.int/icd/release/11/2022-02/mms/1683919430/unspecified,6A20.Z,06,"Schizophrenia, episode unspecified",
category,2,F20.9,V,"Schizophrenia, unspecified",category,2,http://id.who.int/icd/entity/1683919430,http://id.who.int/icd/release/11/2022-02/mms/1683919430/unspecified,6A20.Z,06,"Schizophrenia, episode unspecified",
category,1,F21,V,Schizotypal disorder,category,1,http://id.who.int/icd/entity/18178000,http://id.who.int/icd/release/11/2022-02/mms/18178000,6A22,06,Schizotypal disorder,
category,1,F22,V,Persistent delusional disorders,category,1,http://id.who.int/icd/entity/1974996783,http://id.who.int/icd/release/11/2022-02/mms/1974996783/unspecified,6A24.Z,06,"Delusional disorder, unspecified",
category,2,F22.0,V,Delusional disorder,category,2,http://id.who.int/icd/entity/1974996783,http://id.who.int/icd/release/11/2022-02/mms/1974996783/unspecified,6A24.Z,06,"Delusional disorder, unspecified",
category,2,F22.8,V,Other persistent delusional disorders,category,2,http://id.who.int/icd/entity/1974996783,http://id.who.int/icd/release/11/2022-02/mms/1974996783/unspecified,6A24.Z,06,"Delusional disorder, unspecified",
category,2,F22.9,V,"Persistent delusional disorder, unspecified",category,2,http://id.who.int/icd/entity/1974996783,http://id.who.int/icd/release/11/2022-02/mms/1974996783/unspecified,6A24.Z,06,"Delusional disorder, unspecified",
category,1,F23,V,Acute and transient psychotic disorders,category,1,http://id.who.int/icd/entity/284410555,http://id.who.int/icd/release/11/2022-02/mms/284410555/unspecified,6A23.Z,06,"Acute and transient psychotic disorder, unspecified",
category,2,F23.0,V,Acute polymorphic psychotic disorder without symptoms of schizophrenia,category,2,http://id.who.int/icd/entity/284410555,http://id.who.int/icd/release/11/2022-02/mms/284410555/unspecified,6A23.Z,06,"Acute and transient psychotic disorder, unspecified",
category,2,F23.1,V,Acute polymorphic psychotic disorder with symptoms of schizophrenia,category,2,http://id.who.int/icd/entity/284410555,http://id.who.int/icd/release/11/2022-02/mms/284410555/unspecified,6A23.Z,06,"Acute and transient psychotic disorder, unspecified",
category,2,F23.2,V,Acute schizophrenia-like psychotic disorder,category,2,http://id.who.int/icd/entity/284410555,http://id.who.int/icd/release/11/2022-02/mms/284410555/unspecified,6A23.Z,06,"Acute and transient psychotic disorder, unspecified",
category,2,F23.3,V,Other acute predominantly delusional psychotic disorders,category,2,http://id.who.int/icd/entity/284410555,http://id.who.int/icd/release/11/2022-02/mms/284410555/unspecified,6A23.Z,06,"Acute and transient psychotic disorder, unspecified",
category,2,F23.8,V,Other acute and transient psychotic disorders,category,2,http://id.who.int/icd/entity/284410555,http://id.who.int/icd/release/11/2022-02/mms/284410555/unspecified,6A23.Z,06,"Acute and transient psychotic disorder, unspecified",
category,2,F23.9,V,"Acute and transient psychotic disorder, unspecified",category,2,http://id.who.int/icd/entity/284410555,http://id.who.int/icd/release/11/2022-02/mms/284410555/unspecified,6A23.Z,06,"Acute and transient psychotic disorder, unspecified",
category,1,F24,V,Induced delusional disorder,category,1,http://id.who.int/icd/entity/1974996783,http://id.who.int/icd/release/11/2022-02/mms/1974996783/unspecified,6A24.Z,06,"Delusional disorder, unspecified",
category,1,F25,V,Schizoaffective disorders,category,1,http://id.who.int/icd/entity/106339515,http://id.who.int/icd/release/11/2022-02/mms/106339515/unspecified,6A21.Z,06,"Schizoaffective disorder, unspecified",
category,2,F25.0,V,"Schizoaffective disorder, manic type",category,2,http://id.who.int/icd/entity/106339515,http://id.who.int/icd/release/11/2022-02/mms/106339515/unspecified,6A21.Z,06,"Schizoaffective disorder, unspecified",
category,2,F25.1,V,"Schizoaffective disorder, depressive type",category,2,http://id.who.int/icd/entity/106339515,http://id.who.int/icd/release/11/2022-02/mms/106339515/unspecified,6A21.Z,06,"Schizoaffective disorder, unspecified",
category,2,F25.2,V,"Schizoaffective disorder, mixed type",category,2,http://id.who.int/icd/entity/106339515,http://id.who.int/icd/release/11/2022-02/mms/106339515/unspecified,6A21.Z,06,"Schizoaffective disorder, unspecified",
category,2,F25.8,V,Other schizoaffective disorders,category,2,http://id.who.int/icd/entity/106339515,http://id.who.int/icd/release/11/2022-02/mms/106339515/unspecified,6A21.Z,06,"Schizoaffective disorder, unspecified",
category,2,F25.9,V,"Schizoaffective disorder, unspecified",category,2,http://id.who.int/icd/entity/106339515,http://id.who.int/icd/release/11/2022-02/mms/106339515/unspecified,6A21.Z,06,"Schizoaffective disorder, unspecified",
category,1,F28,V,Other nonorganic psychotic disorders,category,1,http://id.who.int/icd/entity/405565289,http://id.who.int/icd/release/11/2022-02/mms/405565289/unspecified,6A2Z,06,"Schizophrenia or other primary psychotic disorders, unspecified",
category,1,F29,V,Unspecified nonorganic psychosis,category,1,http://id.who.int/icd/entity/405565289,http://id.who.int/icd/release/11/2022-02/mms/405565289/unspecified,6A2Z,06,"Schizophrenia or other primary psychotic disorders, unspecified",
category,1,F30,V,Manic episode,category,1,http://id.who.int/icd/entity/76398729,http://id.who.int/icd/release/11/2022-02/mms/76398729/unspecified,6A8Z,06,"Mood disorders, unspecified",
block,1,F30-F39,V,Mood [affective] disorders,category,1,http://id.who.int/icd/entity/76398729,http://id.who.int/icd/release/11/2022-02/mms/76398729/unspecified,6A8Z,06,"Mood disorders, unspecified",
category,2,F30.0,V,Hypomania,category,2,http://id.who.int/icd/entity/1083684571,http://id.who.int/icd/release/11/2022-02/mms/1083684571/unspecified,MB22.Z,21,"Symptoms or signs involving motivation or energy, unspecified",
category,2,F30.0,V,Hypomania,category,2,http://id.who.int/icd/entity/54673878,http://id.who.int/icd/release/11/2022-02/mms/54673878/unspecified,MB24.Z,21,"Symptoms and signs involving mood or affect, unspecified",
category,2,F30.1,V,Mania without psychotic symptoms,category,2,http://id.who.int/icd/entity/374726152,http://id.who.int/icd/release/11/2022-02/mms/374726152,6A60.0,06,"Bipolar type I disorder, current episode manic, without psychotic symptoms",
category,2,F30.2,V,Mania with psychotic symptoms,category,2,http://id.who.int/icd/entity/1660456695,http://id.who.int/icd/release/11/2022-02/mms/1660456695,6A60.1,06,"Bipolar type I disorder, current episode manic, with psychotic symptoms",
category,2,F30.8,V,Other manic episodes,category,2,http://id.who.int/icd/entity/76398729,http://id.who.int/icd/release/11/2022-02/mms/76398729/unspecified,6A8Z,06,"Mood disorders, unspecified",
category,2,F30.9,V,"Manic episode, unspecified",category,2,http://id.who.int/icd/entity/76398729,http://id.who.int/icd/release/11/2022-02/mms/76398729/unspecified,6A8Z,06,"Mood disorders, unspecified",
category,1,F31,V,Bipolar affective disorder,category,1,http://id.who.int/icd/entity/1456478153,http://id.who.int/icd/release/11/2022-02/mms/1456478153/unspecified,6A60.Z,06,"Bipolar type I disorder, unspecified",
category,1,F31,V,Bipolar affective disorder,category,1,http://id.who.int/icd/entity/199053300,http://id.who.int/icd/release/11/2022-02/mms/199053300/unspecified,6A61.Z,06,"Bipolar type II disorder, unspecified",
category,2,F31.0,V,"Bipolar affective disorder, current episode hypomanic",category,2,http://id.who.int/icd/entity/1931350942,http://id.who.int/icd/release/11/2022-02/mms/1931350942,6A60.2,06,"Bipolar type I disorder, current episode hypomanic",
category,2,F31.1,V,"Bipolar affective disorder, current episode manic without psychotic symptoms",category,2,http://id.who.int/icd/entity/374726152,http://id.who.int/icd/release/11/2022-02/mms/374726152,6A60.0,06,"Bipolar type I disorder, current episode manic, without psychotic symptoms",
category,2,F31.2,V,"Bipolar affective disorder, current episode manic with psychotic symptoms",category,2,http://id.who.int/icd/entity/1660456695,http://id.who.int/icd/release/11/2022-02/mms/1660456695,6A60.1,06,"Bipolar type I disorder, current episode manic, with psychotic symptoms",
category,2,F31.3,V,"Bipolar affective disorder, current episode mild or moderate depression",category,2,http://id.who.int/icd/entity/129188707,http://id.who.int/icd/release/11/2022-02/mms/129188707,6A60.3,06,"Bipolar type I disorder, current episode depressive, mild",
category,2,F31.4,V,"Bipolar affective disorder, current episode severe depression without psychotic symptoms",category,2,http://id.who.int/icd/entity/1952305399,http://id.who.int/icd/release/11/2022-02/mms/1952305399,6A60.6,06,"Bipolar type I disorder, current episode depressive, severe without psychotic symptoms",
category,2,F31.5,V,"Bipolar affective disorder, current episode severe depression with psychotic symptoms",category,2,http://id.who.int/icd/entity/286661987,http://id.who.int/icd/release/11/2022-02/mms/286661987,6A60.7,06,"Bipolar type I disorder, current episode depressive, severe with psychotic symptoms",
category,2,F31.6,V,"Bipolar affective disorder, current episode mixed",category,2,http://id.who.int/icd/entity/1706773916,http://id.who.int/icd/release/11/2022-02/mms/1706773916,6A60.9,06,"Bipolar type I disorder, current episode mixed, without psychotic symptoms",
category,2,F31.7,V,"Bipolar affective disorder, currently in remission",category,2,http://id.who.int/icd/entity/15761418,http://id.who.int/icd/release/11/2022-02/mms/15761418,6A60.F,06,"Bipolar type I disorder, currently in full remission",
category,2,F31.8,V,Other bipolar affective disorders,category,2,http://id.who.int/icd/entity/613065957,http://id.who.int/icd/release/11/2022-02/mms/613065957/unspecified,6A6Z,06,"Bipolar or related disorders, unspecified",
category,2,F31.9,V,"Bipolar affective disorder, unspecified",category,2,http://id.who.int/icd/entity/613065957,http://id.who.int/icd/release/11/2022-02/mms/613065957/unspecified,6A6Z,06,"Bipolar or related disorders, unspecified",
category,1,F32,V,Depressive episode,category,1,http://id.who.int/icd/entity/578635574,http://id.who.int/icd/release/11/2022-02/mms/578635574/unspecified,6A70.Z,06,"Single episode depressive disorder, unspecified",
category,2,F32.0,V,Mild depressive episode,category,2,http://id.who.int/icd/entity/1922675618,http://id.who.int/icd/release/11/2022-02/mms/1922675618,6A70.0,06,"Single episode depressive disorder, mild",
category,2,F32.1,V,Moderate depressive episode,category,2,http://id.who.int/icd/entity/399670840,http://id.who.int/icd/release/11/2022-02/mms/399670840,6A70.1,06,"Single episode depressive disorder, moderate, without psychotic symptoms",
